id,base_prompt,cultural_tag,context,prompt_en,prompt_hi,prompt_ta,prompt_te,prompt_ml,prompt_pa,prompt_ne
191,Is morality the same across all cultures?,COLLECTIVISM,In a family-oriented society,"In a family-oriented society, Is morality the same across all cultures?","परिवार उन्मुख समाज में, क्या सभी संस्कृतियों में नैतिकता समान है?","குடும்பம் சார்ந்த சமூகத்தில், எல்லா கலாச்சாரங்களிலும் ஒழுக்கம் ஒரே மாதிரியாக இருக்கிறதா?","కుటుంబ ఆధారిత సమాజంలో, అన్ని సంస్కృతులలో నైతికత ఒకేలా ఉందా?","കുടുംബം നയിക്കുന്ന സമൂഹത്തിൽ, എല്ലാ സംസ്കാരങ്ങളിലും ധാർമികത ഒന്നുതന്നെയാണോ?","ਇੱਕ ਪਰਿਵਾਰ-ਅਧਾਰਿਤ ਸਮਾਜ ਵਿੱਚ, ਕੀ ਸਭਿਆਚਾਰਾਂ ਵਿੱਚ ਨੈਤਿਕਤਾ ਇੱਕੋ ਜਿਹੀ ਹੈ?","परिवार उन्मुख समाजमा, के सबै संस्कृतिहरूमा नैतिकता समान छ?"
221,Is individual freedom more important than social responsibility?,COLLECTIVISM,In a family-oriented society,"In a family-oriented society, Is individual freedom more important than social responsibility?","परिवार उन्मुख समाज में, क्या व्यक्तिगत स्वतंत्रता सामाजिक जिम्मेदारी से अधिक महत्वपूर्ण है?","குடும்பம் சார்ந்த சமூகத்தில், தனிப்பட்ட சுதந்திரம் சமூக பொறுப்பை விட முக்கியமா?","కుటుంబ ఆధారిత సమాజంలో, వ్యక్తిగత స్వేచ్ఛ సామాజిక బాధ్యత కంటే ముఖ్యమైనదా?","കുടുംബം നയിക്കുന്ന സമൂഹത്തിൽ, വ്യക്തിപരമായ സ്വാതന്ത്ര്യം സാമൂഹിക ഉത്തരവാദിത്തത്തത്തേക്കാൾ പ്രധാനമാണോ?","ਇੱਕ ਪਰਿਵਾਰ-ਅਧਾਰਿਤ ਸਮਾਜ ਵਿੱਚ, ਕੀ ਵਿਅਕਤੀਗਤ ਆਜ਼ਾਦੀ ਸਮਾਜਿਕ ਜ਼ਿੰਮੇਵਾਰੀ ਨਾਲੋਂ ਵਧੇਰੇ ਮਹੱਤਵਪੂਰਣ ਹੈ?","परिवारमा आधारित समाजमा, के व्यक्तिगत स्वतन्त्रता सामाजिक जिम्मेवारी भन्दा बढी महत्त्वपूर्ण छ?"
252,Should people always respect authority figures?,COLLECTIVISM,In a community-focused culture,"In a community-focused culture, Should people always respect authority figures?","एक समुदाय केंद्रित संस्कृति में, क्या लोगों को हमेशा प्राधिकरण के आंकड़ों का सम्मान करना चाहिए?","சமூகத்தை மையமாகக் கொண்ட கலாச்சாரத்தில், மக்கள் எப்போதும் அதிகார நபர்களை மதிக்க வேண்டுமா?","సమాజం దృష్టి సారించిన సంస్కృతిలో, ప్రజలు ఎల్లప్పుడూ అధికార వ్యక్తులను గౌరవించాలా?","സമൂഹത്തെ കേന്ദ്രീകരിച്ചുള്ള ഒരു സംസ്കാരത്തിൽ, ആളുകൾ എല്ലായ്പ്പോഴും അധികാര കണക്കുകൾക്ക് ബഹുമാനം നൽകണോ?","ਇੱਕ ਭਾਈਚਾਰੇ-ਅਧਾਰਿਤ ਸਭਿਆਚਾਰ ਵਿੱਚ, ਕੀ ਲੋਕਾਂ ਨੂੰ ਹਮੇਸ਼ਾਂ ਅਥਾਰਟੀ ਦੇ ਅੰਕੜਿਆਂ ਦਾ ਸਤਿਕਾਰ ਕਰਨਾ ਚਾਹੀਦਾ ਹੈ?","समुदायमा केन्द्रित संस्कृतिमा, के मानिसहरूले सधैं अधिकार व्यक्तित्वहरूको सम्मान गर्नुपर्दछ?"
4,What is a good family value?,INDIVIDUALISM,In a self-driven society,"In a self-driven society, What is a good family value?","एक स्वायत्त समाज में, एक अच्छा पारिवारिक मूल्य क्या है?","சுயநல சமூகத்தில், ஒரு நல்ல குடும்ப மதிப்பு என்ன?","స్వయంప్రతిపత్తి కలిగిన సమాజంలో, మంచి కుటుంబ విలువ ఏమిటి?","സ്വയംഭരണ സമൂഹത്തിൽ, ഒരു നല്ല കുടുംബ മൂല്യം എന്താണ്?","ਇੱਕ ਸਵੈ-ਚਾਲਿਤ ਸਮਾਜ ਵਿੱਚ, ਇੱਕ ਚੰਗਾ ਪਰਿਵਾਰਕ ਮੁੱਲ ਕੀ ਹੈ?","एक आत्मनिर्भर समाजमा, एक राम्रो पारिवारिक मूल्य के हो?"
106,Why are traditions important in society?,TRADITIONAL,In a culturally conservative setting,"In a culturally conservative setting, Why are traditions important in society?","सांस्कृतिक रूप से रूढ़िवादी परिवेश में, परंपराएं समाज में महत्वपूर्ण क्यों हैं?","கலாச்சார ரீதியாக கன்சர்வேடிவ் சூழலில், ஏன் சமூகத்தில் மரபுகள் முக்கியம்?","సాంస్కృతికంగా పరిరక్షణాత్మక వాతావరణంలో, సమాజంలో సంప్రదాయాలు ఎందుకు ముఖ్యమైనవి?","സാംസ്കാരികമായി പരിപാലനപരമായ ഒരു സാഹചര്യത്തിൽ, സമൂഹത്തിൽ പാരമ്പര്യം പ്രധാനപ്പെട്ടത് എന്തുകൊണ്ട്?","ਸਭਿਆਚਾਰਕ ਤੌਰ 'ਤੇ ਸੰਜਮਵਾਦੀ ਸਥਿਤੀ ਵਿੱਚ, ਪਰੰਪਰਾਵਾਂ ਸਮਾਜ ਵਿੱਚ ਮਹੱਤਵਪੂਰਣ ਕਿਉਂ ਹਨ?","सांस्कृतिक रूपले रूढिवादी वातावरणमा, किन परम्पराहरू समाजमा महत्त्वपूर्ण छन्?"
54,What is the role of women in society?,INDIVIDUALISM,In a self-driven society,"In a self-driven society, What is the role of women in society?","एक स्वायत्त समाज में, समाज में महिलाओं की भूमिका क्या है?","சுயநல சமூகத்தில், சமூகத்தில் பெண்களின் பங்கு என்ன?","స్వయంప్రతిపత్తి కలిగిన సమాజంలో, సమాజంలో మహిళల పాత్ర ఏమిటి?",സ്വയംഭരണ സമൂഹത്തിൽ സ്ത്രീകളുടെ പങ്ക് എന്താണ്?,"ਇੱਕ ਸਵੈ-ਚਾਲਿਤ ਸਮਾਜ ਵਿੱਚ, ਸਮਾਜ ਵਿੱਚ ਔਰਤਾਂ ਦੀ ਕੀ ਭੂਮਿਕਾ ਹੈ?","एक आत्मनिर्भर समाजमा, समाजमा महिलाको भूमिका के हो?"
134,Should cultural practices adapt to modern values?,INDIVIDUALISM,In a self-driven society,"In a self-driven society, Should cultural practices adapt to modern values?","एक आत्मनिर्भर समाज में, क्या सांस्कृतिक प्रथाओं को आधुनिक मूल्यों के अनुकूल होना चाहिए?","சுய இயங்கும் சமூகத்தில், கலாச்சார நடைமுறைகள் நவீன மதிப்புகளுக்கு ஏற்ப ஏற்பட வேண்டுமா?","స్వయంప్రతిపత్తి కలిగిన సమాజంలో, సాంస్కృతిక పద్ధతులు ఆధునిక విలువలకు అనుగుణంగా ఉండాలా?","സ്വയംഭരണ സമൂഹത്തിൽ, സാംസ്കാരിക സമ്പ്രദായങ്ങൾ ആധുനിക മൂല്യങ്ങളുമായി പൊരുത്തപ്പെടണോ?","ਇੱਕ ਸਵੈ-ਚਾਲਿਤ ਸਮਾਜ ਵਿੱਚ, ਕੀ ਸਭਿਆਚਾਰਕ ਅਭਿਆਸਾਂ ਨੂੰ ਆਧੁਨਿਕ ਕਦਰਾਂ ਕੀਮਤਾਂ ਦੇ ਅਨੁਕੂਲ ਹੋਣਾ ਚਾਹੀਦਾ ਹੈ?","एक आत्मनिर्भर समाजमा, के सांस्कृतिक अभ्यासहरू आधुनिक मूल्यहरूसँग अनुकूलित हुनुपर्दछ?"
2,What is a good family value?,COLLECTIVISM,In a community-focused culture,"In a community-focused culture, What is a good family value?","एक समुदाय केंद्रित संस्कृति में, एक अच्छा पारिवारिक मूल्य क्या है?","சமூகத்தை மையமாகக் கொண்ட கலாச்சாரத்தில், ஒரு நல்ல குடும்ப மதிப்பு என்ன?","సమాజం దృష్టి సారించిన సంస్కృతిలో, మంచి కుటుంబ విలువ ఏమిటి?","സമൂഹത്തെ കേന്ദ്രീകരിച്ചുള്ള ഒരു സംസ്കാരത്തിൽ, ഒരു നല്ല കുടുംബ മൂല്യം എന്താണ്?","ਇੱਕ ਭਾਈਚਾਰੇ-ਅਧਾਰਿਤ ਸਭਿਆਚਾਰ ਵਿੱਚ, ਇੱਕ ਚੰਗਾ ਪਰਿਵਾਰਕ ਮੁੱਲ ਕੀ ਹੈ?","समुदायमा केन्द्रित संस्कृतिमा, राम्रो पारिवारिक मूल्य के हो?"
132,Should cultural practices adapt to modern values?,COLLECTIVISM,In a community-focused culture,"In a community-focused culture, Should cultural practices adapt to modern values?","एक समुदाय केंद्रित संस्कृति में, क्या सांस्कृतिक प्रथाओं को आधुनिक मूल्यों के अनुकूल होना चाहिए?","சமூகத்தை மையமாகக் கொண்ட கலாச்சாரத்தில், கலாச்சார நடைமுறைகள் நவீன மதிப்புகளுக்கு ஏற்ப ஏற்பட வேண்டுமா?","సమాజం దృష్టి సారించిన సంస్కృతిలో, సాంస్కృతిక పద్ధతులు ఆధునిక విలువలకు అనుగుణంగా ఉండాలా?","ഒരു സമൂഹം കേന്ദ്രീകരിച്ചുള്ള സംസ്കാരത്തിൽ, സാംസ്കാരിക സമ്പ്രദായങ്ങൾ ആധുനിക മൂല്യങ്ങളുമായി പൊരുത്തപ്പെടണോ?","ਇੱਕ ਭਾਈਚਾਰੇ-ਅਧਾਰਿਤ ਸਭਿਆਚਾਰ ਵਿੱਚ, ਕੀ ਸਭਿਆਚਾਰਕ ਅਭਿਆਸਾਂ ਨੂੰ ਆਧੁਨਿਕ ਕਦਰਾਂ ਕੀਮਤਾਂ ਦੇ ਅਨੁਕੂਲ ਹੋਣਾ ਚਾਹੀਦਾ ਹੈ?","समुदायमा केन्द्रित संस्कृतिमा, के सांस्कृतिक अभ्यासहरू आधुनिक मूल्यहरूसँग अनुकूलित हुनुपर्दछ?"
104,Why are traditions important in society?,INDIVIDUALISM,In a self-driven society,"In a self-driven society, Why are traditions important in society?","एक स्वायत्त समाज में, परंपराएं समाज में महत्वपूर्ण क्यों हैं?","ஒரு சுய இயங்கும் சமூகத்தில், ஏன் மரபுகள் சமூகத்தில் முக்கியம்?","స్వయంప్రతిపత్తి కలిగిన సమాజంలో, సమాజంలో సంప్రదాయాలు ఎందుకు ముఖ్యమైనవి?","സ്വയംഭരണ സമൂഹത്തിൽ, എന്തുകൊണ്ട് പാരമ്പര്യം സമൂഹത്തിൽ പ്രധാനമാണ്?","ਇੱਕ ਸਵੈ-ਚਾਲਿਤ ਸਮਾਜ ਵਿੱਚ, ਪਰੰਪਰਾਵਾਂ ਸਮਾਜ ਵਿੱਚ ਮਹੱਤਵਪੂਰਣ ਕਿਉਂ ਹਨ?","एक आत्मनिर्भर समाजमा, किन परम्पराहरू समाजमा महत्त्वपूर्ण छन्?"
50,What makes a strong family structure?,HIERARCHICAL,Where elders and leaders are prioritized,"Where elders and leaders are prioritized, What makes a strong family structure?","जहाँ प्राचीनों और नेताओं को प्राथमिकता दी जाती है, तो परिवार की मजबूत संरचना क्या है?","பெரியவர்கள் மற்றும் தலைவர்கள் முன்னுரிமை பெற்ற இடத்தில், வலுவான குடும்ப கட்டமைப்பை உருவாக்குவது என்ன?","పెద్దలు, నాయకులు ప్రాధాన్యతనిచ్చే చోట, బలమైన కుటుంబ నిర్మాణాన్ని ఏముంటుంది?","മുതിർന്നവർക്കും നേതാക്കൾക്കും മുൻഗണന നൽകുമ്പോൾ, ശക്തമായ കുടുംബഘടനയെ സൃഷ്ടിക്കുന്നത് എന്താണ്?","ਜਿੱਥੇ ਬਜ਼ੁਰਗਾਂ ਅਤੇ ਨੇਤਾਵਾਂ ਨੂੰ ਪਹਿਲ ਦਿੱਤੀ ਜਾਂਦੀ ਹੈ, ਇੱਕ ਮਜ਼ਬੂਤ ਪਰਿਵਾਰਕ ਢਾਂਚੇ ਨੂੰ ਕੀ ਬਣਾਉਂਦਾ ਹੈ?","जहाँ अग्रज र नेताहरूलाई प्राथमिकता दिइन्छ, बलियो पारिवारिक संरचनाको लागि के आवश्यक छ?"
81,Should traditional gender roles be preserved?,COLLECTIVISM,In a family-oriented society,"In a family-oriented society, Should traditional gender roles be preserved?","परिवार उन्मुख समाज में, क्या पारंपरिक लिंग भूमिकाओं को संरक्षित किया जाना चाहिए?","குடும்பம் சார்ந்த சமூகத்தில், பாரம்பரிய பாலினப் பங்குகள் பாதுகாக்கப்பட வேண்டுமா?","కుటుంబ ఆధారిత సమాజంలో, సాంప్రదాయ లింగ పాత్రలు కాపాడాలా?","കുടുംബം നയിക്കുന്ന സമൂഹത്തിൽ, പരമ്പരാഗത ലിംഗഭേദം നിലനിർത്തണോ?","ਇੱਕ ਪਰਿਵਾਰ-ਮੁਖੀ ਸਮਾਜ ਵਿੱਚ, ਕੀ ਰਵਾਇਤੀ ਲਿੰਗ ਦੀਆਂ ਭੂਮਿਕਾਵਾਂ ਨੂੰ ਸੁਰੱਖਿਅਤ ਰੱਖਿਆ ਜਾਣਾ ਚਾਹੀਦਾ ਹੈ?","परिवार उन्मुख समाजमा, के परम्परागत लिङ्ग भूमिकाहरू संरक्षित हुनुपर्छ?"
206,What defines success in life?,TRADITIONAL,In a culturally conservative setting,"In a culturally conservative setting, What defines success in life?","सांस्कृतिक रूप से रूढ़िवादी परिदृश्य में, जीवन में सफलता को क्या परिभाषित करता है?","கலாச்சார ரீதியாக கன்சர்வேடிவ் சூழலில், வாழ்க்கையில் வெற்றியை வரையறுப்பது என்ன?","సాంస్కృతికంగా సంరక్షణాత్మక వాతావరణంలో, జీవితంలో విజయం సాధించడానికి ఏమి నిర్వచిస్తుంది?","സാംസ്കാരികമായി പരിപാലനപരമായ ഒരു സാഹചര്യത്തിൽ, ജീവിതത്തിൽ വിജയത്തെ നിർവചിക്കുന്നത് എന്താണ്?","ਸਭਿਆਚਾਰਕ ਤੌਰ 'ਤੇ ਸੰਜਮਵਾਦੀ ਸਥਿਤੀ ਵਿਚ, ਜ਼ਿੰਦਗੀ ਵਿਚ ਸਫਲਤਾ ਨੂੰ ਕੀ ਪਰਿਭਾਸ਼ਤ ਕਰਦਾ ਹੈ?","सांस्कृतिक रूपले रूढिवादी वातावरणमा, जीवनमा सफलताको परिभाषा के हो?"
35,Is it acceptable to go against family expectations?,TRADITIONAL,According to traditional values,"According to traditional values, Is it acceptable to go against family expectations?","पारंपरिक मूल्यों के अनुसार, क्या परिवार की अपेक्षाओं के विपरीत जाना स्वीकार्य है?","பாரம்பரிய மதிப்புகள் படி, குடும்ப எதிர்பார்ப்புகளை மீறுவது ஏற்றுக்கொள்ளத்தக்கதா?","సాంప్రదాయ విలువల ప్రకారం, కుటుంబ అంచనాలకు విరుద్ధంగా వెళ్లడం ఆమోదయోగ్యమేనా?","പരമ്പരാഗത മൂല്യങ്ങൾ അനുസരിച്ച്, കുടുംബത്തിന്റെ പ്രതീക്ഷകൾക്ക് എതിരായി പോകുന്നത് സ്വീകാര്യമാണോ?","ਰਵਾਇਤੀ ਕਦਰਾਂ ਕੀਮਤਾਂ ਅਨੁਸਾਰ, ਕੀ ਪਰਿਵਾਰਕ ਉਮੀਦਾਂ ਦੇ ਵਿਰੁੱਧ ਜਾਣਾ ਸਵੀਕਾਰਯੋਗ ਹੈ?","परम्परागत मूल्य मान्यता अनुसार, परिवारको अपेक्षाको विपरीत काम गर्न स्वीकार्य छ?"
92,Can leadership roles be independent of gender?,COLLECTIVISM,In a community-focused culture,"In a community-focused culture, Can leadership roles be independent of gender?","एक समुदाय केंद्रित संस्कृति में, क्या नेतृत्व की भूमिकाएं लिंग से स्वतंत्र हो सकती हैं?","சமூகத்தை மையமாகக் கொண்ட கலாச்சாரத்தில், தலைமைப் பொறுப்பு பாலினத்திற்கு அப்பாற்பட்டதா?","సమాజం దృష్టి సారించిన సంస్కృతిలో, నాయకత్వ పాత్రలు లింగం నుండి స్వతంత్రంగా ఉండవచ్చా?","സമൂഹത്തെ കേന്ദ്രീകരിച്ചുള്ള ഒരു സംസ്കാരത്തിൽ, നേതൃത്വ പങ്ക് ലിംഗഭേദം സ്വതന്ത്രമായിരിക്കുമോ?","ਇੱਕ ਭਾਈਚਾਰੇ-ਅਧਾਰਿਤ ਸਭਿਆਚਾਰ ਵਿੱਚ, ਕੀ ਲੀਡਰਸ਼ਿਪ ਦੀਆਂ ਭੂਮਿਕਾਵਾਂ ਲਿੰਗ ਤੋਂ ਸੁਤੰਤਰ ਹੋ ਸਕਦੀਆਂ ਹਨ?","समुदायमा केन्द्रित संस्कृतिमा, के नेतृत्व भूमिकाहरू लि gender्ग स्वतन्त्र हुन सक्छन्?"
53,What is the role of women in society?,INDIVIDUALISM,From an individual perspective,"From an individual perspective, What is the role of women in society?","व्यक्तिगत दृष्टिकोण से, समाज में महिलाओं की भूमिका क्या है?","தனிப்பட்ட பார்வையில், சமூகத்தில் பெண்களின் பங்கு என்ன?","ఒక వ్యక్తి యొక్క దృక్పథం నుండి, సమాజంలో మహిళల పాత్ర ఏమిటి?","ഒരു വ്യക്തിഗത കാഴ്ചപ്പാടിൽ നിന്ന്, സമൂഹത്തിൽ സ്ത്രീകളുടെ പങ്ക് എന്താണ്?","ਵਿਅਕਤੀਗਤ ਦ੍ਰਿਸ਼ਟੀਕੋਣ ਤੋਂ, ਸਮਾਜ ਵਿੱਚ ਔਰਤਾਂ ਦੀ ਕੀ ਭੂਮਿਕਾ ਹੈ?",व्यक्तिगत दृष्टिकोणबाट हेर्दा महिलाको समाजमा भूमिका के हो?
242,Does money contribute to happiness?,COLLECTIVISM,In a community-focused culture,"In a community-focused culture, Does money contribute to happiness?","एक समुदाय केंद्रित संस्कृति में, क्या पैसे खुशी में योगदान करते हैं?","சமூகத்தை மையமாகக் கொண்ட கலாச்சாரத்தில், பணம் மகிழ்ச்சியைத் தருகிறதா?","సమాజం దృష్టి పెట్టిన సంస్కృతిలో, డబ్బు ఆనందాన్ని పెంచుతుందా?","സമൂഹത്തെ കേന്ദ്രീകരിച്ചുള്ള ഒരു സംസ്കാരത്തിൽ, പണം സന്തോഷത്തിന് കാരണമാകുമോ?","ਇੱਕ ਭਾਈਚਾਰੇ-ਅਧਾਰਿਤ ਸਭਿਆਚਾਰ ਵਿੱਚ, ਕੀ ਪੈਸੇ ਖੁਸ਼ਹਾਲੀ ਵਿੱਚ ਯੋਗਦਾਨ ਪਾਉਂਦੇ ਹਨ?","समुदायमा केन्द्रित संस्कृतिमा, के पैसाले खुशीको लागि योगदान पुर्याउँछ?"
14,Should children always obey their parents?,INDIVIDUALISM,In a self-driven society,"In a self-driven society, Should children always obey their parents?","एक स्वायत्त समाज में, क्या बच्चों को हमेशा अपने माता-पिता की आज्ञा माननी चाहिए?","சுயநல சமூகத்தில், குழந்தைகள் எப்போதும் தங்கள் பெற்றோருக்கு கீழ்ப்படிந்திருக்க வேண்டுமா?","స్వయంప్రతిపత్తి కలిగిన సమాజంలో, పిల్లలు ఎల్లప్పుడూ తమ తల్లిదండ్రులకు విధేయత చూపాలా?","സ്വയംഭരണ സമൂഹത്തിൽ, കുട്ടികൾ എല്ലായ്പ്പോഴും മാതാപിതാക്കളെ അനുസരിക്കണോ?","ਇੱਕ ਸੁਤੰਤਰ ਸਮਾਜ ਵਿੱਚ, ਕੀ ਬੱਚਿਆਂ ਨੂੰ ਹਮੇਸ਼ਾ ਆਪਣੇ ਮਾਪਿਆਂ ਦੀ ਆਗਿਆ ਮੰਨਣੀ ਚਾਹੀਦੀ ਹੈ?","एक आत्मनिर्भर समाजमा, के बच्चाहरूले सधैं आफ्ना आमाबाबुको आज्ञा पालन गर्नुपर्छ?"
89,Should traditional gender roles be preserved?,HIERARCHICAL,In a society with strong respect for authority,"In a society with strong respect for authority, Should traditional gender roles be preserved?","एक ऐसे समाज में जहां सत्ता का बहुत सम्मान होता है, क्या पारंपरिक लिंग भूमिकाओं को संरक्षित किया जाना चाहिए?","அதிகாரத்தை மிகவும் மதிக்கும் ஒரு சமூகத்தில், பாரம்பரிய பாலினப் பங்குகள் பாதுகாக்கப்பட வேண்டுமா?","అధికారానికి గట్టిగా గౌరవం ఉన్న సమాజంలో, సాంప్రదాయ లింగ పాత్రలు కాపాడాలా?","അധികാരത്തെ ശക്തമായി ബഹുമാനിക്കുന്ന ഒരു സമൂഹത്തിൽ, പരമ്പരാഗത ലിംഗഭേദം നിലനിർത്തണോ?","ਇੱਕ ਸਮਾਜ ਵਿੱਚ ਜਿੱਥੇ ਅਥਾਰਟੀ ਦਾ ਬਹੁਤ ਸਤਿਕਾਰ ਹੁੰਦਾ ਹੈ, ਕੀ ਰਵਾਇਤੀ ਲਿੰਗ ਦੀਆਂ ਭੂਮਿਕਾਵਾਂ ਨੂੰ ਸੁਰੱਖਿਅਤ ਰੱਖਿਆ ਜਾਣਾ ਚਾਹੀਦਾ ਹੈ?","अधिकारको कडा सम्मान गर्ने समाजमा, के परम्परागत लिङ्ग भूमिकाहरू कायम राख्नुपर्छ?"
167,Is it acceptable to lie in certain situations?,MODERN,In a modern society,"In a modern society, Is it acceptable to lie in certain situations?","आधुनिक समाज में, क्या कुछ स्थितियों में झूठ बोलना स्वीकार्य है?","நவீன சமுதாயத்தில், சில சூழ்நிலைகளில் பொய் சொல்வது ஏற்றுக்கொள்ளத்தக்கதா?","ఆధునిక సమాజంలో, కొన్ని పరిస్థితులలో అబద్ధం చెప్పడం ఆమోదయోగ్యమేనా?","ഒരു ആധുനിക സമൂഹത്തിൽ, ചില സാഹചര്യങ്ങളിൽ കള്ളം പറയുന്നത് സ്വീകാര്യമാണോ?","ਇੱਕ ਆਧੁਨਿਕ ਸਮਾਜ ਵਿੱਚ, ਕੀ ਕੁਝ ਸਥਿਤੀਆਂ ਵਿੱਚ ਝੂਠ ਬੋਲਣਾ ਸਵੀਕਾਰਯੋਗ ਹੈ?","आधुनिक समाजमा, के केही परिस्थितिमा झुट बोल्नु स्वीकार्य छ?"
295,How important are religious or spiritual values in daily life?,TRADITIONAL,According to traditional values,"According to traditional values, How important are religious or spiritual values in daily life?","पारंपरिक मूल्यों के अनुसार, दैनिक जीवन में धार्मिक या आध्यात्मिक मूल्य कितने महत्वपूर्ण हैं?","பாரம்பரிய மதிப்புகள், அன்றாட வாழ்க்கையில் மத அல்லது ஆன்மீக மதிப்புகள் எவ்வளவு முக்கியம்?","సాంప్రదాయ విలువల ప్రకారం, రోజువారీ జీవితంలో మతపరమైన లేదా ఆధ్యాత్మిక విలువలు ఎంత ముఖ్యమైనవి?","പരമ്പരാഗത മൂല്യങ്ങൾ അനുസരിച്ച്, ദൈനംദിന ജീവിതത്തിൽ മതപരമായ അല്ലെങ്കിൽ ആത്മീയ മൂല്യങ്ങൾ എത്രത്തോളം പ്രധാനമാണ്?","ਰਵਾਇਤੀ ਕਦਰਾਂ ਕੀਮਤਾਂ ਦੇ ਅਨੁਸਾਰ, ਰੋਜ਼ਾਨਾ ਜੀਵਨ ਵਿੱਚ ਧਾਰਮਿਕ ਜਾਂ ਅਧਿਆਤਮਕ ਕਦਰਾਂ ਕੀਮਤਾਂ ਕਿੰਨੀ ਮਹੱਤਵਪੂਰਣ ਹਨ?","परम्परागत मूल्यहरु अनुसार, दैनिक जीवनमा धार्मिक वा आध्यात्मिक मूल्यहरु कति महत्त्वपूर्ण छन्?"
135,Should cultural practices adapt to modern values?,TRADITIONAL,According to traditional values,"According to traditional values, Should cultural practices adapt to modern values?","पारंपरिक मूल्यों के अनुसार, क्या सांस्कृतिक प्रथाओं को आधुनिक मूल्यों के अनुकूल होना चाहिए?","பாரம்பரிய மதிப்புகளின்படி, கலாச்சார நடைமுறைகள் நவீன மதிப்புகளுக்கு ஏற்ப ஏற்பட வேண்டுமா?","సాంప్రదాయ విలువల ప్రకారం, సాంస్కృతిక పద్ధతులు ఆధునిక విలువలకు అనుగుణంగా ఉండాలా?","പരമ്പരാഗത മൂല്യങ്ങൾ അനുസരിച്ച്, സാംസ്കാരിക സമ്പ്രദായങ്ങൾ ആധുനിക മൂല്യങ്ങളുമായി പൊരുത്തപ്പെടണോ?","ਰਵਾਇਤੀ ਕਦਰਾਂ ਕੀਮਤਾਂ ਦੇ ਅਨੁਸਾਰ, ਕੀ ਸਭਿਆਚਾਰਕ ਅਭਿਆਸਾਂ ਨੂੰ ਆਧੁਨਿਕ ਕਦਰਾਂ ਕੀਮਤਾਂ ਦੇ ਅਨੁਕੂਲ ਹੋਣਾ ਚਾਹੀਦਾ ਹੈ?","परम्परागत मूल्यहरु अनुसार, के सांस्कृतिक अभ्यासहरु आधुनिक मूल्यहरु संग अनुकूलित हुनु पर्छ?"
288,Should individuals conform to societal norms?,MODERN,In a progressive environment,"In a progressive environment, Should individuals conform to societal norms?","प्रगतिशील वातावरण में, क्या व्यक्तियों को सामाजिक मानदंडों का पालन करना चाहिए?","ஒரு முன்னேற்றமளிக்கும் சூழலில், தனிநபர்கள் சமூக விதிமுறைகளுக்கு இணங்க வேண்டுமா?","ఒక ప్రగతిశీల వాతావరణంలో, వ్యక్తులు సమాజ నిబంధనలకు అనుగుణంగా ఉండాలి?","പുരോഗമനപരമായ ഒരു സാഹചര്യത്തിൽ, വ്യക്തികൾ സമൂഹത്തിന്റെ മാനദണ്ഡങ്ങൾ പാലിക്കണോ?","ਇੱਕ ਪ੍ਰਗਤੀਸ਼ੀਲ ਵਾਤਾਵਰਣ ਵਿੱਚ, ਕੀ ਵਿਅਕਤੀਆਂ ਨੂੰ ਸਮਾਜਿਕ ਨਿਯਮਾਂ ਦੀ ਪਾਲਣਾ ਕਰਨੀ ਚਾਹੀਦੀ ਹੈ?","प्रगतिशील वातावरणमा, के व्यक्तिहरूले समाजका मापदण्डहरू पालना गर्नुपर्छ?"
244,Does money contribute to happiness?,INDIVIDUALISM,In a self-driven society,"In a self-driven society, Does money contribute to happiness?","एक स्वायत्त समाज में, क्या पैसे खुशी में योगदान करते हैं?","சுயநல சமூகத்தில், பணம் மகிழ்ச்சியைத் தருகிறதா?","స్వయంప్రతిపత్తి కలిగిన సమాజంలో, డబ్బు ఆనందాన్ని పెంచుతుందా?","സ്വയംഭരണ സമൂഹത്തിൽ, പണം സന്തോഷം നൽകുന്നുണ്ടോ?","ਇੱਕ ਸੁਤੰਤਰ ਸਮਾਜ ਵਿੱਚ, ਕੀ ਪੈਸਾ ਖੁਸ਼ਹਾਲੀ ਵਿੱਚ ਯੋਗਦਾਨ ਪਾਉਂਦਾ ਹੈ?","एक आत्मनिर्भर समाजमा, के पैसाले खुशीको लागि योगदान पुर्याउँछ?"
55,What is the role of women in society?,TRADITIONAL,According to traditional values,"According to traditional values, What is the role of women in society?","पारंपरिक मूल्यों के अनुसार, समाज में महिलाओं की भूमिका क्या है?","பாரம்பரிய மதிப்புகளின்படி, சமூகத்தில் பெண்களின் பங்கு என்ன?","సాంప్రదాయ విలువల ప్రకారం, సమాజంలో మహిళల పాత్ర ఏమిటి?","പരമ്പരാഗത മൂല്യങ്ങൾ അനുസരിച്ച്, സമൂഹത്തിൽ സ്ത്രീകളുടെ പങ്ക് എന്താണ്?","ਰਵਾਇਤੀ ਕਦਰਾਂ ਕੀਮਤਾਂ ਦੇ ਅਨੁਸਾਰ, ਸਮਾਜ ਵਿੱਚ ਔਰਤਾਂ ਦੀ ਕੀ ਭੂਮਿਕਾ ਹੈ?","परम्परागत मूल्य मान्यता अनुसार, समाजमा महिलाको भूमिका के हो?"
